,Name,Abaddon,Alchemist,Ancient Apparition,Anti-Mage,Arc Warden,Axe,Bane,Batrider,Beastmaster,Bloodseeker,Bounty Hunter,Brewmaster,Bristleback,Broodmother,Centaur Warrunner,Chaos Knight,Chen,Clinkz,Clockwerk,Crystal Maiden,Dark Seer,Dazzle,Death Prophet,Disruptor,Doom,Dragon Knight,Drow Ranger,Earth Spirit,Earthshaker,Elder Titan,Ember Spirit,Enchantress,Enigma,Faceless Void,Gyrocopter,Huskar,Invoker,Io,Jakiro,Juggernaut,Keeper of the Light,Kunkka,Legion Commander,Leshrac,Lich,Lifestealer,Lina,Lion,Lone Druid,Luna,Lycan,Magnus,Medusa,Meepo,Mirana,Morphling,Naga Siren,Nature's Prophet,Necrophos,Night Stalker,Nyx Assassin,Ogre Magi,Omniknight,Oracle,Outworld Devourer,Phantom Lancer,Phoenix,Puck,Pudge,Pugna,Queen of Pain,Razor,Riki,Rubick,Sand King,Shadow Demon,Shadow Fiend,Shadow Shaman,Silencer,Skywrath Mage,Slardar,Slark,Sniper,Spectre,Spirit Breaker,Storm Spirit,Sven,Techies,Templar Assassin,Terrorblade,Tidehunter,Timbersaw,Tinker,Tiny,Treant Protector,Troll Warlord,Tusk,Undying,Ursa,Vengeful Spirit,Venomancer,Viper,Visage,Warlock,Weaver,Windranger,Winter Wyvern,Witch Doctor,Wraith King,Zeus
22,Death Prophet,-0.1856,-1.3579,0.5744,0.5683,0.2109,-2.7608,-0.957,-1.8808,1.1218,0.5546,1.756,-0.5356,0.0542,0.1341,-1.4684,0.9558,-2.5412,0.9909,-1.4298,-0.9712,0.4513,-0.1234,0,-0.7244,-1.2553,-0.9379,1.8677,-1.1113,-0.1084,0.249,0.4119,0.4825,-1.6174,-0.7199,1.0611,1.1434,0.5848,-2.361,-0.4846,-1.4096,0.7186,-0.3161,0.5264,-0.7734,-0.651,-1.3252,1.6897,-0.9183,-0.6993,1.2296,1.3768,0.0896,1.4453,0.4799,0.2909,-0.7276,0.1195,1.6998,-2.1131,-0.3455,-0.9352,-0.3168,-1.8007,-1.0426,-1.3596,2.0486,-1.4045,-0.6929,-2.1155,0.4808,0.3134,1.1756,-0.4899,0.1692,-0.4798,-1.6388,1.7745,-0.0083,0.2077,-0.1453,0.0692,-0.7911,2.4739,-0.1789,0.0805,-0.8457,-0.5287,0.914,-0.743,0.5666,-1.8875,-3.3808,0.2265,-0.9801,-2.4956,0.7031,0.5797,1.4854,-1.371,0.9538,0.3006,0.943,-2.1828,-0.5043,1.8947,0.6612,-1.1638,0.1478,-1.0929,-1.0324
23,Disruptor,0.2774,0.4324,1.805,0.413,3.5422,-1.8446,0.9485,1.8216,-0.1858,0.1266,1.1246,-0.3225,-0.9592,1.072,-1.6783,-1.1129,1.0435,1.6882,0.6555,-1.8288,-1.1403,-0.6379,0.709,0,1.0169,-0.2958,0.8759,2.6695,-0.4125,0.6942,-0.3497,0.1805,-0.5118,0.7765,-0.032,1.6632,1.6713,0.9917,-0.2954,-0.0598,0.0296,0.1017,0.2094,-0.802,-0.3984,0.8603,0.4044,0.3594,1.5518,0.3969,0.2779,0.3049,-0.0879,-0.2302,-0.3169,-0.8499,-0.1385,1.4607,-1.4688,-0.4949,0.2798,-0.5614,-1.0093,2.838,-0.697,-0.2802,0.368,-0.3044,-0.019,0.6666,-0.0345,1.0126,-0.954,1.1152,-1.4617,1.3023,0.1584,-0.7943,0.5039,1.3342,-1.1359,-1.3333,1.6866,0.2659,0.1562,0.0606,0.1878,-0.3438,0.3399,1.4036,0.3866,0.6126,2.0052,0.1803,-0.4879,0.4763,-0.5981,0.1381,0.0666,-0.1882,-0.3218,0.9902,3.5401,0.6311,-0.8815,0.4455,1.261,-0.5061,0.4776,0.0017
24,Doom,-0.7859,-0.1094,-0.7623,-0.5193,-0.4078,-3.3173,-0.6548,0.1529,-1.4219,-0.6953,1.0755,1.352,-0.8513,0.2566,-1.7205,1.3097,0.4263,0.1237,-0.012,-0.8889,-1.0906,-0.956,1.1829,-1.1453,0,-0.6236,0.1717,-0.063,-0.3596,-2.3809,0.2769,0.3293,-0.0615,-1.2321,-1.0998,1.2361,0.06,-1.0223,-0.2415,-1.7424,-0.5272,-1.0153,-0.6255,0.3198,-0.6994,0.5189,0.0514,-1.2254,0.5552,0.371,1.787,-0.7962,0.7954,2.6373,-2.2347,-0.6554,0.1221,-0.3064,-1.329,0.0551,-0.6081,-0.5786,-3.0447,-0.1605,-0.5266,-0.4724,-1.3992,-1.9586,-2.2994,-0.0285,0.1026,-0.6649,-2.914,0.0671,-0.7677,0.5263,0.3385,-0.8723,-1.0374,0.4714,0.5176,-1.9686,-0.2395,-1.5041,-0.9561,-0.5073,-1.7004,-1.5186,-1.7034,0.7464,-0.9615,-2.7808,-1.6897,-0.1499,-0.6536,0.9337,0.093,0.1608,-0.6021,-0.5386,-0.6811,1.1951,-0.1786,0.5497,0.5439,-0.8316,0.0664,0.744,-0.7732,-1.1144
25,Dragon Knight,0.6525,-0.939,1.9898,-0.989,-0.6931,-0.1663,0.4221,0.4012,0.3055,-0.685,0.0927,0.4927,-0.9285,0.0105,-0.8914,-1.5478,-1.2702,-0.8772,-0.0458,1.1525,1.3483,0.268,0.9284,0.3016,0.4818,0,-0.3171,-0.8506,-0.6443,0.7174,-0.8189,1.3922,2.054,-1.2106,0.3554,1.1479,0.4632,-0.0658,0.7106,-1.2704,0.9072,0.6094,-1.3518,1.798,0.9311,0.2325,0.7081,-0.1358,-0.1285,0.6617,-1.1968,0.1365,1.9125,1.2665,-0.0383,0.8843,-2.2171,0.7325,1.2312,-1.8646,-1.8432,0.2156,-0.7206,0.6186,0.5383,-0.0092,0.5555,-0.8074,0.1615,0.1389,-0.4197,-0.1216,-1.6041,0.323,0.3015,0.0362,0.4668,-0.4846,0.6272,-0.5587,-1.1942,1.2905,0.9317,0.3586,-0.5643,-1.8237,-0.4174,-0.7237,-2.7869,-0.4911,2.399,1.3616,-0.3468,0.3483,1.2205,-0.3549,-1.2455,2.1572,-0.554,-0.4452,0.4555,1.0833,-0.2964,1.439,-0.9873,0.6634,0.283,1.0189,-0.3505,0.1242
26,Drow Ranger,-0.3221,-0.6043,-1.0428,-2.6428,-1.2111,0.6206,-1.2882,-2.271,-0.6785,1.533,1.7415,1.4042,-0.2162,2.5651,0.8663,2.1171,-3.9407,-0.673,0.5693,0.0407,-1.463,-0.8673,-2.3348,-0.9441,-0.8736,0.2364,0,-1.8735,0.2111,-2.0624,-2.4298,-0.2023,-2.6135,-1.7161,1.7573,0.78,0.9627,-3.5618,-1.1315,-1.5414,-0.0619,-0.2107,2.0501,-1.6259,0.1544,-0.6933,-0.1597,-0.1666,-1.6873,-0.0618,-0.49,-0.7054,-2.0166,-1.1512,0.8945,-1.7278,0.127,0.8504,-1.7456,0.8233,-1.2068,0.6356,-2.2154,-2.9577,-1.954,3.6338,-1.807,-0.0073,0.4124,-2.0022,-0.5322,-1.3159,-0.0523,-1.5266,0.5547,-1.4876,0.9483,-0.8544,-1.8408,-0.9018,0.7813,2.1145,1.2174,3.1535,1.2843,-1.7381,-0.8723,-1.6766,-0.8884,-0.7637,-1.3103,-1.2525,1.7293,0.4651,-0.5735,0.122,1.0646,-2.5315,-1.2489,-0.4358,-1.1931,-0.2131,-3.4739,-1.5287,-1.4251,1.8033,1.4836,-1.0009,0.7195,0.3073
27,Earth Spirit,-0.7972,0.5739,-3.2207,0.6234,-0.3057,-2.4763,1.7038,0.0141,0.7229,-0.1216,-0.2644,0.0127,-0.2545,2.5743,0.6199,1.4896,1.4299,0.9318,0.8307,-2.7701,-2.2856,-2.4536,0.9094,-2.966,0.0262,0.5289,0.7698,0,-2.0576,-0.9983,-0.0341,3.459,0.1432,-1.2497,1.3155,2.138,-2.8156,0.6479,2.4857,-1.6758,-0.4141,0.4528,-1.1599,3.6388,-1.3385,-0.9221,1.2974,-2.0267,5.2453,2.8245,4.3511,-0.5285,-0.2867,-1.6694,-3.7567,-1.9587,2.8303,2.0736,-2.2066,0.4671,-1.0633,-0.9868,-2.658,0.6421,0.5429,1.024,-2.2933,0.1112,-3.7091,0.5351,-0.7709,1.7481,-4.1027,-1.705,-1.2475,0.1254,-0.819,-0.3418,-1.2321,-0.8285,-1.6777,-3.4348,0.4263,-1.672,-0.5369,-3.5279,-1.5594,0.7462,0.6174,-1.0184,-1.4029,-2.5418,-0.5086,1.0325,-0.3,2.2191,2.1035,0.2894,-0.0476,-1.2246,1.6418,1.0191,1.185,0.8987,-0.2102,-1.0048,-0.176,-1.1586,-0.7118,-1.9328
28,Earthshaker,-0.3233,1.9202,0.7184,0.2721,0.7589,-0.3201,-1.2705,0.2691,-1.6246,0.2483,-0.9385,-0.4127,0.7547,-3.6793,0.1163,-3.6268,-0.3991,0.9384,2.5809,-1.5235,-0.1753,-0.2914,-0.0274,0.557,-0.2212,0.7027,-0.2154,1.2755,0,0.7293,0.2947,-0.0112,0.1645,-0.939,-0.0934,0.8482,0.7755,1.5645,-0.2111,0.5167,0.1951,0.1149,0.0399,-0.9527,0.2096,1.9659,-0.0501,0.3802,-0.8094,-0.3622,-2.2982,-0.1141,0.5067,-3.3967,-0.2188,-0.2406,-2.1664,0.0484,-0.0628,-0.9566,-0.9331,-0.9993,-0.4558,-0.6349,0.3145,-3.5092,1.8865,0.5848,-0.299,0.1563,-0.3455,-0.1987,-0.6884,1.4641,-0.7008,-1.3674,0.3226,-0.3312,0.6184,-0.1787,-0.453,-0.9101,1.6464,1.8862,-0.2209,-0.1252,-0.1484,1.1965,1.0551,-0.8662,1.9097,0.8493,0.9527,-0.1084,-0.1694,-0.679,-0.1199,0.1463,-1.0114,-0.8934,0.816,0.965,2.269,0.1535,-0.8349,0.6325,0.2933,-0.0484,0.2178,0.1564
29,Elder Titan,0.343,3.2809,-0.1882,2.6607,1.9635,-0.545,0.1608,0.5346,1.4316,0.2188,2.5815,-0.0729,-0.6011,1.414,-1.1197,-3.049,3.2911,3.3059,1.088,-0.7477,-0.264,0.063,-0.0953,-0.5206,2.4467,-0.4952,2.3502,0.8101,0.0643,0,3.1038,2.547,-0.7225,1.6955,0.0404,2.0283,2.71,2.9211,0.088,3.105,0.8149,1.5504,0.6841,0.2712,0.8663,2.7747,1.1645,0.6922,5.2332,1.2421,3.7167,-0.1535,-1.1469,-1.2298,0.768,0.0189,0.0853,2.6447,-0.2398,-0.1798,0.9148,-1.1344,-0.767,2.445,0.222,-1.8551,-0.469,1.1892,2.323,2.1954,1.2972,-0.0904,-0.0043,1.3513,-1.5242,0.774,0.762,-1.128,0.4352,1.9686,-0.305,-0.5398,2.6948,-1.8925,-0.4973,1.1965,1.0414,1.7646,1.7264,-2.1146,-0.4115,1.9831,1.6044,1.1022,-0.5576,0.4603,0.5957,-0.9694,-0.3132,0.2473,0.6094,0.0634,3.0396,-0.581,0.7399,1.6374,0.4945,-0.1882,0.5174,0.0027
30,Ember Spirit,-1.6493,-0.4296,-1.6963,-0.5013,-0.869,-2.0116,-0.558,-0.9669,-2.3069,-1.2924,-0.8256,2.0706,-0.827,-2.142,-1.4069,-3.4748,-1.3851,2.3973,-1.2261,-2.2958,-1.6034,-0.0762,-0.307,0.4782,-0.2522,0.8911,1.7338,-0.02,-0.7436,-2.6783,0,1.0882,-1.9523,1.2092,1.3506,2.9079,-1.7732,-0.4735,-0.9816,-0.6779,-0.8322,-1.6254,1.2096,-1.8412,-0.446,0.4951,-0.3956,-0.5137,-1.6723,-0.0251,-0.2956,0.231,-0.492,-5.7995,-2.2995,-0.4121,-2.8992,-1.2902,-2.7143,0.9514,0.2466,-0.7411,-1.3263,2.1261,2.0758,-4.6225,-0.2067,-2.0517,-4.0606,-0.9378,-0.4919,-0.725,-1.1982,-0.9307,-0.5239,-2.8305,-0.3921,1.279,0.9835,0.7347,-0.3381,-1.3545,0.1143,-2.0968,-1.3312,1.7812,-1.2903,1.6683,-0.774,-1.8961,-0.3784,-2.7272,-0.6037,-0.2457,0.1287,1.6691,-0.1664,-3.2385,0.1638,-0.3295,0.1366,0.5719,0.0681,-2.5289,-0.2745,-0.8887,-1.3008,-1.1116,-0.6032,-2.2415
31,Enchantress,-1.6321,-1.5452,-0.9699,-1.4604,-2.1405,-1.9887,0.2942,-2.2115,2.386,-2.1845,-1.6646,1.4052,0.3103,1.4001,-0.5045,0.3095,0.9958,-1.1015,-0.21,-0.8181,-1.4216,-0.921,-0.7117,-0.5259,-0.3903,-1.7661,-1.3314,-3.4615,-1.1019,-2.6524,-1.2165,0,-2.1931,-3.1435,0.6873,-1.6248,-2.6666,-0.801,-0.7004,-3.105,-0.0046,-0.5933,-1.4027,1.2935,-1.6002,-0.3533,-0.6283,-1.011,-0.9893,-0.3133,-3.2128,-0.354,-1.1579,-2.8821,-1.4579,-0.6074,0.0097,1.637,-2.1497,0.2847,-1.7623,0.9318,-4.1239,-2.0003,-1.5765,0.9414,-2.1886,0.3474,-3.2466,-0.4906,-0.589,-1.5135,-3.4808,-1.725,0.6116,-1.0914,-1.0219,-0.5032,-1.8158,-0.2983,-1.3069,-1.1549,-2.9074,-1.4078,-1.2068,-0.9689,-3.6857,-3.4099,-1.7372,-1.4685,-1.441,-2.6137,-0.6181,-1.1979,-0.551,-0.9102,-1.0521,-0.8011,-0.7115,-0.0677,-0.9984,-1.4328,-5.5525,-0.7627,-0.2892,0.6167,-1.1561,0.1013,-1.5911,-2.2473
32,Enigma,1.2637,1.8051,-0.4232,0.9566,-1.6479,-0.8361,-1.78,-1.2914,-0.1777,0.5905,0.1996,-0.2368,1.2224,-1.7868,-2.3944,-2.3661,-3.2933,2.7965,1.5578,-1.6879,-2.3299,-2.2395,1.6128,0.5166,-0.0574,-2.0026,2.5608,-0.503,0.1358,0.8026,2.1188,1.871,0,1.2263,-0.287,-1.133,1.8953,-2.8945,0.7349,1.877,-1.5176,1.3711,0.8988,-0.5361,1.2386,-2.6484,1.1413,0.3805,0.1084,0.4756,0.0658,-0.9228,3.191,-2.9237,0.3433,0.755,-1.0615,3.0812,-0.4585,0.4549,0.8258,-0.9954,-3.3037,-1.5322,-1.5249,-1.8502,0.1717,0.6664,0.3612,0.8218,0.1159,-0.4178,1.5798,3.4821,-1.1561,-1.5459,-0.1821,0.6835,2.9107,1.3346,-2.1586,0.6526,3.6518,3.6837,-1.9174,0.139,-1.0127,-2.3815,-1.1072,-0.1689,0.1985,0.8491,1.5865,0.0482,-0.9153,-0.9126,-0.5574,-0.7755,-0.5148,0.3806,-1.1968,-0.2533,-2.2886,2.5899,0.8839,1.3984,0.0494,1.2625,0.1448,0.9016
33,Faceless Void,-1.3357,0.9442,-0.0938,1.7871,0.2075,0.1373,1.0282,-0.2178,-0.9378,0.7764,-0.5899,0.5493,-1.706,1.9389,1.7655,2.2522,1.0353,1.1437,-0.8861,-2.0075,0.349,-1.5182,0.788,-0.5801,0.8694,1.4253,1.6822,0.5693,0.9294,-0.8635,-1.662,2.445,-0.9153,0,0.4958,1.337,-0.8316,0.2729,-0.2548,-1.6098,-0.4558,-0.3393,0.1122,0.1569,0.1107,-3.2516,0.1567,0.7366,-0.2046,1.3327,-0.3753,-0.5848,-1.7394,1.6706,-0.8986,0.3021,0.7394,-0.6413,-1.2451,1.4966,0.3419,-0.1535,-2.9207,-0.6069,1.6378,0.8568,-1.836,-0.7616,-0.1205,0.0263,-1.2862,0.271,0.0295,-0.8421,0.3551,-0.0648,0.2452,1.2509,-0.0033,1.6728,0.2468,-2.8238,0.6077,0.6005,0.4502,0.9387,-0.4035,0.9085,-0.835,-0.0752,2.0292,-2.239,0.9435,1.6197,-0.1974,1.1756,0.3046,-2.1409,-0.2061,-0.7925,0.2321,1.0502,1.2711,-0.4022,-4.2302,0.0809,1.1137,-1.5867,-0.1534,-0.7547
34,Gyrocopter,0.3427,-1.2798,0.6707,0.1693,-2.751,-1.9696,-0.8842,-0.917,-2.1096,-0.7201,-0.4994,0.162,-0.2839,-0.024,1.1691,-1.3402,-0.0645,-0.6242,1.1305,-1.048,-0.3629,-1.3327,-1.1103,-0.1087,1.0987,-0.5153,-2.3755,-1.363,-0.474,0.006,-1.2669,-0.764,0.1442,-0.8559,0,1.1982,-0.9643,0.3233,-0.6623,0.3318,0.8317,-0.8543,-1.182,0.3225,0.1408,1.5367,-0.6936,-0.7258,-1.2954,-0.3188,-1.1492,0.3579,-0.7263,-0.5107,-0.377,-0.3695,-0.7503,-0.4643,-1.2971,-0.7088,-0.776,-0.1891,-1.4832,-0.4052,-0.4757,-0.7158,0.7139,0.8875,-1.9089,-1.0083,0.1581,-2.2047,-1.4457,0.1105,-0.276,-0.6347,0.0153,-1.4858,-0.502,-1.5431,-1.4492,-0.0185,-1.2691,-0.1447,-1.3692,-0.3772,-1.4344,0.5817,-2.3976,-1.6394,-0.3304,-1.4783,0.1957,0.4735,-1.702,-1.5594,0.2656,-2.3293,-1.4541,-1.4495,-0.0492,-0.4984,-3.2366,-0.2909,-0.6916,0.3393,-1.1739,0.2667,-0.2412,0.3676
35,Huskar,0.774,-2.6843,3.3076,-2.1547,-1.7326,0.1737,-0.9697,-2.859,-0.6508,-1.4763,-3.2348,1.818,1.4744,2.2857,0.8474,4.3113,-2.2997,-0.4908,-3.1785,-0.7515,-2.1137,1.0664,-1.0773,-1.5461,-1.4141,-1.0249,-1.0581,-2.5144,-0.9649,-1.5607,-3.0548,1.1552,1.4855,-1.3734,-1.4204,0,-0.1451,-2.2212,-1.5818,-1.682,-2.7137,-0.6277,0.9998,-1.2134,-1.812,-0.0249,-0.199,0.395,-2.0983,-2.3423,-1.3085,-0.783,-0.9912,-0.57,-1.9295,-1.8303,-0.6058,0.2597,0.1387,-1.7447,-1.8308,-0.6621,0.6499,-0.0934,-0.6525,4.2034,-1.9809,-2.8212,-2.191,-3.7404,-1.3612,-1.0652,-0.3806,-0.1732,-0.7297,-0.3736,0.0857,0.984,-1.6293,-2.1374,1.5944,-0.4796,-1.1283,-1.5322,-1.4679,-3.248,-0.5197,-0.5686,-0.2102,-1.1539,-1.1376,-0.924,-1.2247,-1.0775,-0.2489,3.1807,-0.6322,0.1591,0.6893,0.775,-3.8913,-0.5062,-3.423,-1.163,0.9051,3.0266,-0.5284,1.2916,1.1526,-5.7219
36,Invoker,-1.3586,1.4777,-0.1856,-0.0628,1.6784,-1.6302,0.0788,1.5762,-0.0238,0.9647,1.654,-0.407,-0.2518,0.7685,0.3202,-1.5773,2.3057,1.3796,0.6584,-1.014,-1.5641,-0.5291,-0.2971,-0.7262,-1.1803,0.2691,-0.3141,1.6565,-0.2792,-0.1997,0.9414,1.0592,-0.448,1.2838,0.4025,-0.0328,0,2.6717,0.1539,-0.5733,1.2473,-0.396,-0.1984,-0.9681,-0.524,0.7667,-0.2831,-0.5846,0.9045,0.1218,1.1315,0.7351,-3.0808,-0.135,-0.9226,0.9519,1.6567,0.8515,-1.5527,0.2533,2.0059,-0.1861,-1.8254,0.7383,0.8127,0.5356,-0.456,2.0934,-1.405,2.6039,1.1357,0.2408,-0.5698,0.4465,0.2983,1.2882,0.1233,0.3367,-0.7205,0.7067,-0.5108,-0.9536,0.4962,-0.7678,0.4181,0.7469,-1.8398,1.2037,2.9219,-0.4492,1.4277,-0.5627,-0.3485,0.0305,-0.0018,-0.0249,1.3593,0.3016,-0.9375,-0.1461,0.344,-0.6257,2.193,-0.1938,0.9007,0.4849,1.6808,-0.1708,-4.6507,-0.8687
37,Io,-4.3712,-1.2896,-0.9821,-2.875,0.6684,-2.0221,3.9176,0.0497,8.7545,-1.6544,-2.6903,1.6004,-0.7449,6.4893,-1.8854,-1.1602,7.7443,2.4785,-1.5488,-1.7057,0.3725,-1.296,1.7539,-1.7805,0.7511,-0.6439,1.0865,-0.7271,-2.96,-3.3404,-0.0053,0.7151,1.9294,-1.7006,-0.5564,1.1311,-5.085,0,1.602,-5.9461,-5.1845,-2.0133,-3.8429,10.9159,-2.503,-1.524,0.4683,-2.7035,12.2806,1.7558,8.7466,-2.9694,-4.9767,1.0988,-4.4024,-3.814,1.1031,8.0503,-4.3619,-0.8867,-2.3979,-1.919,-4.4627,-0.5215,0.8699,-0.2623,-2.9365,2.4868,-7.3353,3.0743,-0.5447,1.6354,-6.0726,-1.8275,-0.9206,0.5739,-1.7317,-1.2935,-2.7213,-2.4569,-2.6287,-3.8755,-3.6871,-5.377,-3.616,-3.4448,-2.4255,-2.399,-0.1645,0.9199,-5.4711,-4.1188,-1.178,1.9237,1.0035,0.7634,-0.8164,-0.984,-1.4727,2.1287,0.9429,0.1962,5.2305,-2.201,-2.6107,1.1574,1.9451,-1.2264,-3.906,-2.901
38,Jakiro,-1.5046,1.1664,1.6981,1.9416,-1.2138,-1.1821,0.2438,-0.6599,-2.9703,0.6272,0.5871,0.2196,0.9844,-1.7509,-0.5755,-1.7959,-1.9528,1.5105,0.9059,-0.9341,-1.5123,0.171,0.5567,0.341,0.2646,-0.5953,1.2654,-2.7001,0.5583,-0.0786,1.3155,0.5375,-0.714,0.7597,0.6676,1.9615,1.5544,-2.2147,0,2.1782,0.2069,0.2833,0.3581,1.5673,0.4562,1.9356,0.8235,0.6996,-1.3271,0.0444,-0.3732,0.0322,-0.7458,-4.1041,1.5108,-0.0655,-0.9395,1.9241,-0.5957,-0.9257,-0.0591,0.2492,-0.7925,-1.1534,0.4269,-0.5506,-0.898,-0.0671,1.7069,0.9637,0.6087,-0.0981,0.3614,2.5283,-0.6221,-2.8235,1.3862,-0.3627,1.495,0.4306,-0.5319,1.5534,1.9027,-0.9253,-0.8568,0.1146,-0.5767,-0.9339,-1.7873,-0.883,0.2317,0.9575,1.6756,0.0247,-2.7891,-1.0606,-0.9142,0.5056,-0.7768,-0.282,0.2978,0.5474,-2.8195,-0.0771,0.8614,2.341,-0.6071,0.4067,-0.9018,0.714
39,Juggernaut,1.2663,-0.2837,-1.3481,1.061,-0.298,-0.3108,0.3697,-1.3986,-0.8602,-0.5493,0.4099,-0.5236,-0.4341,0.2941,-2.5409,1.1777,0.9842,2.9008,-2.5737,-1.8354,-0.3941,1.5525,1.0137,0.0975,0.1546,1.2969,1.7924,-0.6978,-0.7855,-2.309,-1.2077,0.5383,-1.7914,1.3514,-2.3196,0.8924,0.7328,3.1799,-2.0163,0,-0.0205,-1.5962,2.264,-2.8702,-0.7276,-0.7306,0.0634,0.8164,-0.0937,0.6079,0.7584,-0.356,-0.0538,2.7984,-0.4435,0.8821,-1.9744,-0.1438,-1.5216,0.7208,-1.7685,-1.0003,-0.0071,0.2777,0.6234,-0.1317,-2.5844,0.1721,-1.0503,-0.4352,0.5365,0.7137,-0.0472,0.0065,-1.417,0.6111,0.1426,0.8456,-0.6208,0.4934,-0.3021,0.0086,0.6537,-3.986,0.064,0.965,0.6636,2.1929,1.9686,1.6765,-0.6158,-2.2995,-1.2648,-0.7704,-1.1201,1.7483,-0.1705,-0.7901,2.0807,0.452,-1.2197,-0.91,1.4776,-1.6923,1.6168,0.9299,0.4448,-0.3438,-0.1658,-2.828
40,Keeper of the Light,-1.4316,0.0775,-0.2537,0.45,0.3462,-0.9935,3.225,1.2607,4.1773,-0.803,0.7483,-0.0424,-3.8117,0.7702,-0.3464,-0.0715,3.6867,1.0384,0.6242,-0.1869,-1.9292,-1.748,-0.6796,-0.0514,0.5478,-0.88,-0.0325,0.2939,-0.1441,-0.8113,1.0673,-0.0975,1.4433,0.5992,-0.8194,2.7983,-0.0126,4.9108,-0.2111,-0.1619,0,-0.7956,0.8059,2.084,-1.3433,1.8098,-0.4273,-0.1608,3.8338,2.0511,1.5504,0.6201,-2.807,3.101,-0.731,-0.4174,1.0236,3.6903,-1.9613,-0.3671,-0.1589,-0.1349,-1.4796,0.1574,-1.3369,0.8816,-1.0587,0.2519,0.9746,2.0106,1.444,-0.0469,-0.9299,0.2597,0.429,-0.9253,0.3429,0.1584,-0.6164,0.5287,-1.1067,0.8637,0.23,-1.0762,1.4514,0.2965,-1.2025,-0.6721,1.1882,-0.4038,-1.0294,-2.1183,1.7241,1.3684,-0.7909,0.9616,2.1499,0.4504,-0.3819,0.6655,1.7449,-0.4448,0.5894,-1.1267,0.4517,0.032,-0.1687,-0.6687,-4.7532,-0.606
41,Kunkka,-0.9848,1.1953,0.5782,-0.8475,1.5317,-1.828,-0.8047,0.0343,-3.5368,0.8787,0.6897,0.335,0.1017,0.3521,-0.3491,-2.0124,-1.2548,0.7779,0.031,-1.0981,-0.346,-0.9136,0.3209,0.0015,0.7744,-0.5806,0.0867,-1.0555,-0.1676,-1.0653,1.5152,-0.0564,-1.2222,0.3391,0.6189,0.6319,0.7017,1.0182,0.0078,0.8555,0.9512,0,-0.4904,-1.0566,-0.3386,1.4059,0.4844,-0.4153,-1.2205,-1.0082,-1.593,0.0884,-1.1967,-2.14,-1.2581,-1.1119,-0.3401,0.5429,-1.061,-0.7143,-0.4951,-0.2212,-0.3625,0.6992,0.9744,-2.219,0.2454,0.3607,-1.1341,-0.3116,-0.2334,0.5012,-1.0764,1.1827,-1.1315,-0.4357,-0.5317,0.0897,1.0514,-0.2225,0.3997,-0.627,1.218,-0.6036,-0.7704,-0.9183,-0.4136,1.2702,0.4434,-1.1846,-0.7299,-0.0261,0.7323,0.1378,0.1406,0.1594,0.6216,-0.5761,0.042,-1.3068,0.523,-0.7287,2.7603,-0.5206,1.2214,0.0744,1.015,-0.21,0.398,-0.3817
42,Legion Commander,1.0344,-1.4767,1.0966,-3.8793,-1.2096,0.027,0.4925,1.4398,0.1998,-1.5959,-1.0006,-0.5693,-2.1837,-2.476,0.4138,0.9761,-0.0882,-1.5735,0.6896,0.5991,0.1182,3.0833,-0.7751,0.2505,-0.4803,1.9393,-1.9468,-0.3603,0.1163,1.0482,-2.996,-1.056,0.0571,-0.225,0.1903,-1.898,0.2819,1.147,0.8436,-2.2657,-0.6366,0.5209,0,-0.3726,0.7118,0.1216,0.0138,1.8196,-1.0702,0.1277,-1.6111,1.715,1.3393,-0.1776,-0.3963,0.3924,-2.8036,-2.2689,-1.0538,-0.0528,-0.1906,0.8231,0.8162,3.189,-1.1784,-0.889,0.2125,-1.1961,-0.8457,-0.4172,-1.0727,0.4947,0.292,-0.1927,1.0148,1.9397,0.6135,0.0016,-1.5446,0.6462,1.7239,-1.1926,-1.3741,-0.7869,0.6771,-0.3716,0.8047,0.3243,1.6308,-1.5062,2.4849,0.4643,-0.5949,0.7473,0.9757,1.8549,-0.2753,-0.547,1.263,1.3198,-1.1684,-0.8281,0.8507,-1.4077,-1.1084,0.8861,3.9161,0.743,1.9376,-0.7453
43,Leshrac,-4.108,-1.3327,-0.7394,1.4928,-4.0126,-1.2754,-1.5362,-4.152,-0.17,-0.3774,0.6274,-1.4112,-0.8186,-4.8461,-1.9449,-1.4735,-10.633,1.4479,0.8928,-0.9804,-2.7086,-1.9177,0.7034,0.6282,-0.3133,-1.8933,0.8742,-3.7334,0.3948,-0.262,1.8444,-1.3603,0.3697,-0.4547,-0.3185,1.0869,0.1546,-11.6726,-1.5859,1.0131,-2.0885,0.7544,-0.5105,0,-1.2225,2.6293,1.6664,0.3612,-5.032,0.3678,-0.2862,-4.0414,0.658,-11.0787,0.3577,-0.8344,-3.6998,-0.2455,-0.9697,-0.8267,2.1998,0.4924,-1.198,-6.3305,-1.5557,-2.4213,0.8549,-0.2284,-1.4114,0.4635,-0.4407,-0.944,-0.7113,0.3173,-1.3153,-3.6182,0.7952,-0.462,1.072,-1.6535,-0.7735,-1.3225,1.0968,0.3733,-1.791,0.2218,-0.3612,-4.9521,-0.7339,-1.7152,-12.9866,-2.7509,0.7969,0.4196,-1.5776,-2.1162,-0.3546,1.2143,-0.0684,-0.7502,0.1994,0.6953,-8.6452,-0.2045,0.4673,0.7149,-3.0506,0.0959,0.0108,0.8753
